Year,Player,Avg,Ret,Yds,KRet TD,20,40,Lng,FC,FUM
2023,Devon Allen,17,1,17,0,0,0,17,0,0
2023,Leonard Fournette,17,1,17,0,0,0,17,0,0
2023,Joshua Kelley,16,1,16,0,0,0,16,0,0
2023,Colby Parkinson,16,1,16,0,0,0,16,0,0
2023,Ronnie Rivers,16,1,16,0,0,0,16,2,0
2023,Hunter Luepke,7.5,2,15,0,0,0,15,0,0
2023,Mecole Hardman,14,1,14,0,0,0,14,0,0
2023,Scott Miller,14,1,14,0,0,0,14,0,0
2023,Dee Alford,6.5,2,13,0,0,0,8,0,0
2023,Kyle Philips,13,1,13,0,0,0,13,0,0
2023,Myles Bryant,11,1,11,0,0,0,11,0,0
2023,Quez Watkins,11,1,11,0,0,0,11,0,0
2023,John Bates,10,1,10,0,0,0,10,0,0
2023,Keith Smith,10,1,10,0,0,0,10,0,0
2023,Trenton Irwin,8,1,8,0,0,0,8,0,0
2023,Kyren Williams,8,1,8,0,0,0,8,1,0
2023,Deonte Harty,7,1,7,0,0,0,7,0,0
2023,George Pickens,7,1,7,0,0,0,7,0,0
2023,Olamide Zaccheaus,7,1,7,0,0,0,7,3,0
2023,Michael Pittman,0,0,5,0,0,0,5,0,1
2023,Malik Heath,1,1,1,0,0,0,1,0,0
2023,Chris Manhertz,1,1,1,0,0,0,1,0,0
2023,Ronnie Bell,0,1,0,0,0,0,0,0,0
2023,Lawrence Cager,0,1,0,0,0,0,0,0,0
2023,Kyle Dugger,0,0,0,0,0,0,0,1,0
2023,Alex Erickson,0,0,0,0,0,0,0,1,0
2023,Roschon Johnson,0,1,0,0,0,0,0,1,0
2023,Cole Kmet,0,1,0,0,0,0,0,0,0
2023,Corey Levin,0,0,0,0,0,0,0,1,0
2023,Rondale Moore,0,0,0,0,0,0,0,1,0
2023,Kalif Raymond,0,0,0,0,0,0,0,1,0
2023,Hunter Renfrow,0,0,0,0,0,0,0,1,0
2023,Amon-Ra St. Brown,0,0,0,0,0,0,0,1,0
2024,KaVontae Turpin,33.5,27,904,1,23,4,99,0,0
2024,"
Raheem Blackshear",25.5,31,791,0,27,1,43,0,1
2024,"
Austin Ekeler",31.3,19,594,0,19,1,62,0,1
2024,"
Eric Gray",26.4,21,554,0,20,0,37,0,2
2024,"
Deebo Samuel Sr.",31.4,17,533,0,17,3,60,0,2
2024,"
Keisean Nixon",29.3,18,528,0,17,1,43,0,0
2024,"
Derius Davis",27.6,19,524,0,15,2,56,0,1
2024,"
Xavier Gipson",28.8,17,489,0,17,2,45,0,0
2024,"
DeAndre Carter",31.9,15,479,0,15,2,67,0,0
2024,"
DeeJay Dallas",30.6,15,459,1,14,1,96,1,1
2024,"
Laviska Shenault Jr.",28.7,16,459,1,12,1,97,0,2
2024,"
Kenneth Gainwell",25.3,18,456,0,14,0,36,0,0
2024,"
Jordan Whittington",28.3,16,453,0,14,2,43,0,0
2024,"
Malik Washington",30.7,14,430,0,13,2,67,0,0
2024,"
Jha'Quan Jackson",25.8,16,412,0,15,0,34,0,2
2024,"
Sean Tucker",27.3,15,410,0,13,1,53,0,0
2024,"
Avery Williams",27.2,15,408,0,15,0,38,0,0
2024,"
Jerome Ford",25.9,15,388,0,13,2,56,0,0
2024,"
Ihmir Smith-Marsette",34.6,11,381,1,11,2,100,0,0
2024,"
Jermaine Burton",29.1,13,378,0,12,0,38,0,0
2024,"
Ray-Ray McCloud",25.8,14,361,0,13,0,33,0,1
2024,"
Devin Duvernay",25.1,14,351,0,12,0,34,0,0
2024,"
Dameon Pierce",37.7,9,339,0,8,4,80,0,0
2024,"
Julius Chestnut",25.9,13,337,0,13,0,39,0,0
2024,"
Brandon Codrington",27.8,11,306,0,11,1,53,0,1
2024,Luke McCaffrey,29.9,10,299,0,9,1,47,0,0
2024,"
Ameer Abdullah",32.9,9,296,0,9,1,68,0,0
2024,"
Jaelon Darden",26.9,11,296,0,11,0,37,0,0
2024,"
Nikko Remigio",26.8,11,295,0,10,0,36,0,0
2024,"
Jamaal Williams",26.2,11,288,0,10,0,32,0,0
2024,"
Chris Collier",23.8,12,286,0,9,0,39,0,0
2024,"
Dee Williams",27.7,10,277,0,9,0,39,0,1
2024,"
Pierre Strong",23.2,11,255,0,9,0,27,0,0
2024,"
Cordarrelle Patterson",21.8,11,240,0,6,0,33,0,0
2024,"
Antonio Gibson",26.6,9,239,0,7,1,42,0,0
2024,"
JaMycal Hasty",23.8,10,238,0,8,0,30,0,0
2024,"
Tyler Goodson",26.3,9,237,0,8,0,36,0,0
2024,"
Isaiah Davis",25.8,9,232,0,9,0,33,0,0
2024,"
Jaylen Warren",25.2,9,227,0,7,0,35,0,0
2024,"
Isaiah Rodgers",28.1,8,225,0,8,1,51,0,0
2024,"
Tyler Scott",25.9,8,207,0,6,0,36,0,0
2024,"
Anthony Gould",29.4,7,206,0,7,1,40,0,0
2024,"
Ty Chandler",25.6,8,205,0,7,0,35,0,0
2024,"
Charlie Jones",40,5,200,1,4,1,100,0,1
2024,"
Tyjae Spears",28.3,7,198,0,7,1,42,0,0
2024,"
Tank Bigsby",32.5,6,195,0,6,2,41,0,1
2024,"
Steven Sims",27.9,7,195,0,7,0,37,0,0
2024,"
Marvin Mims Jr.",27.7,7,194,0,6,0,38,0,0
2024,"
Jermaine Jackson",23.4,8,187,0,6,0,32,0,0
2024,"
Juanyeh Thomas",26.7,7,187,1,6,1,43,0,0
2024,Chase Brown,26.6,7,186,0,7,0,29,0,0
2024,"
Blake Corum",26.6,7,186,0,7,1,41,0,0
2024,"
Greg Dortch",26.6,7,186,0,6,0,31,0,0
2024,"
Justice Hill",36.6,5,183,0,5,1,59,0,0
2024,"
Bucky Irving",29.3,6,176,0,6,1,46,0,0
2024,"
Kendre Miller",29.3,6,176,0,6,1,41,0,0
2024,"
Will Shipley",28.8,6,173,0,6,0,33,0,0
2024,"
Rashid Shaheed",28.5,6,171,0,5,0,38,0,0
2024,"
Tremon Smith",28.3,6,170,0,6,0,38,0,0
2024,"
Isaiah Williams",33.8,5,169,0,5,1,43,0,0
2024,"
Tom Kennedy",27.8,6,167,0,6,0,34,0,0
2024,"
Dylan Laube",27.3,6,164,0,4,1,59,0,0
2024,"
Jeremy McNichols",23.4,7,164,0,7,0,29,0,0
2024,"
Isaac Guerendo",27.2,6,163,0,6,0,35,0,2
2024,"
Samaje Perine",32.6,5,163,0,5,1,56,0,0
2024,"
Khalil Dorsey",39.8,4,159,0,4,1,72,0,0
2024,"
Kene Nwangwu",52.3,3,157,1,3,1,99,0,0
2024,"
Keaton Mitchell",31.2,5,156,0,5,1,47,0,0
2024,"
Xavier Smith",25.8,6,155,0,5,0,34,0,0
2024,"
Kenny McIntosh",25.5,6,153,0,5,0,36,0,0
2024,"
Ashton Dulin",37,4,148,0,4,2,55,0,0
2024,"
Ray Davis",21,7,147,0,5,0,26,0,0
2024,"
Dee Eskridge",29.2,5,146,0,5,0,35,0,0
2024,"
Robert Woods",28.8,5,144,0,5,0,31,0,0
2024,"
Rakim Jarrett",23.5,6,141,0,4,0,38,0,0
2024,Carson Steele,27.6,5,138,0,5,0,31,0,0
2024,"
Deven Thompkins",26.8,5,134,0,4,0,33,0,0
2024,"
Mecole Hardman",26.4,5,132,0,4,0,32,0,0
2024,"
Ty Johnson",26,5,130,0,3,1,45,0,0
2024,"
Khalil Herbert",31,4,124,0,4,0,35,0,0
2024,"
Parker Washington",24.4,5,122,0,5,0,30,0,1
2024,"
D'Onta Foreman",23.2,5,116,0,4,0,29,0,0
2024,"
Bryce Oliver",37.7,3,113,0,3,1,54,0,0
2024,"
Rasheen Ali",26.8,4,107,0,4,0,38,0,0
2024,"
Kaden Davis",35.7,3,107,0,3,1,40,0,0
2024,"
Alex Erickson",26.5,4,106,0,3,0,34,0,0
2024,"
DJ Turner",26.5,4,106,0,4,0,31,0,1
2024,"
Patrick Taylor",26,4,104,0,3,0,30,0,0
2024,"
Xavier Legette",25.5,4,102,0,3,0,30,0,0
2024,"
Aaron Shampklin",25.2,4,101,0,3,0,32,0,0
2024,"
Deonte Harty",24.5,4,98,0,4,0,31,0,0
2024,"
Trayveon Williams",19.4,5,97,0,3,0,23,0,0
2024,"
Dante Pettis",32,3,96,0,3,0,38,0,0
2024,"
Javon Baker",26.3,3,79,0,1,1,46,0,0
2024,"
Cam Akers",25.3,3,76,0,3,0,27,0,0
2024,"
Braxton Berrios",25.3,3,76,0,2,0,31,0,0
2024,"
Emari Demercado",21.3,3,64,0,2,0,26,0,0
2024,"
Tyrone Tracy Jr.",20.3,3,61,0,2,0,28,0,1
2024,"
Myles Gaskin",20,3,60,0,1,0,26,0,0
2024,"
Sione Vaki",27.5,2,55,0,1,0,36,0,0
2024,D.J. Williams,27,2,54,0,2,0,30,0,0
2024,"
Tyreik McAllister",24.5,2,49,0,2,0,28,0,0
2024,"
John Kelly",23,2,46,0,2,0,24,0,0
2024,"
Tim Jones",21.5,2,43,0,2,0,23,0,0
2024,"
Skyy Moore",21.5,2,43,0,1,0,28,0,0
2024,"
Kendric Pryor",21.5,2,43,0,1,0,24,0,0
2024,"
Taysom Hill",42,1,42,0,1,1,42,0,0
2024,"
Raheem Mostert",21,2,42,0,1,0,23,0,0
2024,"
Mack Hollins",38,1,38,0,1,0,38,0,0
2024,"
Gary Brightwell",18,2,36,0,1,0,24,0,0
2024,"
Hassan Haskins",35,1,35,0,1,0,35,0,0
2024,"
Keilan Robinson",17,2,34,0,1,0,20,0,0
2024,"
De'Von Achane",32,1,32,0,1,0,32,0,0
2024,"
Jacob Cowing",32,1,32,0,1,0,32,0,0
2024,"
Xavier Hutchinson",32,1,32,0,1,0,32,0,0
2024,"
Dallis Flowers",30,1,30,0,1,0,30,0,0
2024,"
Travis Homer",29,1,29,0,1,0,29,0,0
2024,"
Jordan Mason",14.5,2,29,0,1,0,29,0,0
2024,"
Jaylen Wright",29,1,29,0,1,0,29,0,0
2024,"
Craig Reynolds",28,1,28,0,1,0,28,0,0
2024,"
Kalif Raymond",26,1,26,0,1,0,26,0,0
2024,"
Josh Blackwell",25,1,25,0,1,0,22,0,0
2024,"
Noah Igbinoghene",25,1,25,0,1,0,25,0,0
2024,"
Ronnie Bell",23,1,23,0,1,0,23,0,0
2024,"
Trey Sermon",23,1,23,0,1,0,23,0,0
2024,Natrone Brooks,22,1,22,0,1,0,22,0,0
2024,"
Jalen Reagor",22,1,22,0,1,0,22,0,0
2024,"
Corey Ballentine",21,1,21,0,1,0,21,0,0
2024,"
Treylon Burks",21,1,21,0,1,0,21,0,0
2024,"
Cody Thompson",21,1,21,0,1,0,21,0,0
2024,"
Mason Tipton",21,1,21,0,1,0,21,0,0
2024,"
Velus Jones Jr.",9.5,2,19,0,0,0,19,0,1
2024,"
Jordan Mims",19,1,19,0,0,0,19,0,0
2024,"
James Proche",19,1,19,0,0,0,19,1,0
2024,"
Ainias Smith",17,1,17,0,0,0,17,0,0
2024,"
Bo Melton",15,1,15,0,0,0,15,0,0
2024,"
Trey Palmer",14,1,14,0,0,0,14,0,0
2024,"
Miles Sanders",14,1,14,0,0,0,14,0,0
2024,"
Montrell Washington",14,1,14,0,0,0,14,0,0
2024,"
Dare Ogunbowale",12,1,12,0,0,0,12,0,0
2024,"
Minkah Fitzpatrick",7,1,7,0,0,0,7,0,0
2024,"
Avonte Maddox",0,0,4,0,0,0,4,0,1
2024,"
Kyren Williams",0,0,0,0,0,0,0,1,0
2025,KaVontae Turpin,26.3,69,1814,0,62,3,84,0,0
2025,"
Chimere Dike",25.6,62,1588,0,56,3,71,0,1
2025,"
Myles Price",26,57,1479,0,49,1,61,0,2
2025,"
Charlie Jones",25.8,42,1084,1,37,1,98,0,0
2025,"
Devin Duvernay",26.7,40,1069,0,37,3,56,0,0
2025,"
Malik Washington",26.8,36,965,0,33,4,47,0,0
2025,"
Ray Davis",30.4,31,943,1,27,6,97,0,0
2025,"
Skyy Moore",27.5,33,907,0,27,2,98,0,0
2025,"
Jacob Saylors",27.2,33,897,0,33,0,39,0,0
2025,"
Dylan Laube",25.9,33,855,0,29,0,38,0,1
2025,"
Isaiah Williams",29.9,28,837,0,26,3,83,0,1
2025,"
Greg Dortch",26.2,31,811,0,29,0,39,0,1
2025,"
Jaylin Noel",27.6,29,799,0,24,2,69,0,0
2025,"
Will Shipley",26.8,29,777,0,28,1,41,0,1
2025,"
Luke McCaffrey",29.6,26,769,0,24,3,58,0,0
2025,"
Rasheen Ali",25.4,30,763,0,26,2,43,0,0
2025,"
Jamal Agnew",24.7,30,741,0,25,1,45,0,1
2025,"
Nikko Remigio",25.6,29,741,0,26,1,47,0,0
2025,"
Trevor Etienne",23.6,31,733,0,24,1,45,0,1
2025,"
Dee Eskridge",25.9,28,726,0,25,1,54,0,1
2025,"
Savion Williams",25.6,28,717,0,24,0,36,0,0
2025,"
Kameron Johnson",25.4,27,685,0,24,1,44,0,0
2025,"
Gunner Olszewski",26.2,26,682,0,22,0,37,0,1
2025,"
Raheem Mostert",29.3,23,673,0,21,2,54,0,0
2025,"
Marvin Mims Jr.",26.3,25,658,0,21,1,46,0,0
2025,Anthony Gould,25.9,25,647,0,22,0,39,0,0
2025,"
Kenneth Gainwell",24.4,26,633,0,22,0,36,0,0
2025,"
Ke'Shawn Williams",24.2,26,628,0,22,0,37,0,1
2025,"
Deonte Banks",32.7,19,622,1,18,2,95,0,0
2025,"
LeQuint Allen Jr.",25.7,24,617,0,21,1,50,0,0
2025,"
Kene Nwangwu",33.6,18,604,1,17,2,99,0,0
2025,"
Sean Tucker",23,26,597,0,18,0,35,0,1
2025,"
Keaton Mitchell",26.9,22,591,0,19,1,41,0,0
2025,"
Ameer Abdullah",29.6,19,563,0,16,3,81,0,1
2025,"
Bhayshul Tuten",28.4,19,539,0,16,3,54,0,1
2025,"
Ashton Dulin",32.2,16,516,0,15,4,55,0,0
2025,"
Malachi Corley",23.4,21,492,0,18,0,33,0,0
2025,"
Brashard Smith",26.7,18,481,0,16,0,37,0,0
2025,"
Tyquan Thornton",26.4,18,475,0,16,0,34,0,0
2025,"
Bo Melton",24.6,19,467,0,17,0,36,0,0
2025,"
Derius Davis",25.8,18,464,0,17,0,30,0,1
2025,"
Josh Blackwell",25.3,18,455,0,14,0,34,0,2
2025,"
Tyler Badie",26.6,17,452,0,16,0,34,0,0
2025,"
Deebo Samuel Sr.",30.1,15,452,0,13,2,69,0,1
2025,"
Tom Kennedy",27.9,16,447,0,14,2,42,0,0
2025,"
Rashid Shaheed",29.8,15,447,1,12,1,100,0,1
2025,"
Tremon Smith",24.2,18,435,0,12,0,37,0,1
2025,"
Jordan Whittington",25.5,17,434,0,15,0,38,0,0
2025,"
Samaje Perine",25.3,17,430,0,15,0,38,0,0
2025,"
KeAndre Lambert-Smith",23.2,18,418,0,11,0,34,0,0
2025,Ronnie Rivers,26.1,16,418,0,14,1,46,0,0
2025,"
Kendre Miller",24.6,16,393,0,14,1,43,0,0
2025,"
George Holani",24.2,16,387,0,13,0,34,0,0
2025,"
Efton Chism III",23.9,16,383,0,13,0,31,0,0
2025,"
Brian Robinson",29.1,13,378,0,12,3,46,0,0
2025,"
Mason Tipton",31.5,12,378,0,10,2,75,0,0
2025,"
Brandon Codrington",26.8,14,375,0,13,1,41,0,0
2025,"
Dylan Sampson",24,15,360,0,11,0,34,0,0
2025,"
RJ Harvey",22.1,16,353,0,13,0,29,0,0
2025,"
Dante Pettis",23.4,15,351,0,12,0,32,0,0
2025,"
Antonio Gibson",28.5,12,342,1,8,2,90,0,1
2025,"
Blake Corum",25.1,13,326,0,12,0,30,0,0
2025,"
Isaiah Davis",29.4,11,323,0,11,1,41,0,0
2025,"
Dareke Young",32.2,10,322,0,8,3,60,0,0
2025,"
DeeJay Dallas",26.8,12,321,0,11,0,35,0,0
2025,"
Xavier Gipson",26.6,12,319,0,10,1,40,0,1
2025,"
Devin Singletary",26.1,12,313,0,11,0,33,0,0
2025,"
Xavier Smith",23.2,13,301,0,11,0,32,0,0
2025,"
Jerome Ford",22.6,13,294,0,9,0,32,0,0
2025,"
Zamir White",26.7,11,294,0,11,0,34,0,0
2025,"
Kyle Williams",26.4,11,290,0,10,0,36,0,0
2025,"
Natrone Brooks",19.2,15,288,0,9,0,26,0,1
2025,"
Deven Thompkins",23.4,12,281,0,8,1,47,0,0
2025,"
DeAndre Carter",24.9,11,274,0,9,0,32,0,0
2025,"
Tahj Brooks",25.8,10,258,0,9,1,41,0,0
2025,Bam Knight,21.3,12,256,0,9,0,28,0,0
2025,"
Jalen Brooks",25.4,10,254,0,9,0,33,0,1
2025,"
LaJohntay Wester",24.6,10,246,0,9,0,32,0,1
2025,"
Chase Edmonds",22,11,242,0,7,0,29,0,0
2025,"
Ty Johnson",21.8,11,240,0,8,0,31,0,0
2025,"
Andre Baccellia",26.2,9,236,0,8,1,43,0,0
2025,"
Steven Sims",23.6,10,236,0,8,0,31,0,0
2025,"
Chuba Hubbard",25.9,9,233,0,9,0,27,0,0
2025,"
Emanuel Wilson",25.9,9,233,0,8,0,33,0,0
2025,"
Luther Burden III",27.9,8,223,0,7,1,44,0,0
2025,"
Curtis Samuel",24.8,9,223,0,7,0,31,0,0
2025,"
Trayveon Williams",23.6,9,212,0,9,0,29,0,0
2025,"
TreVeyon Henderson",23.2,9,209,0,9,0,28,0,0
2025,"
Tank Bigsby",20.7,10,207,0,6,0,31,0,0
2025,"
Jaylen Warren",25.6,8,205,0,7,0,31,0,0
2025,"
Rico Dowdle",24.6,8,197,0,7,0,30,0,0
2025,"
Hassan Haskins",24.6,8,197,0,8,0,29,0,0
2025,"
Nyheim Hines",27.9,7,195,0,6,1,40,0,0
2025,"
Noah Igbinoghene",27.3,7,191,0,7,1,46,0,0
2025,"
Kaleb Johnson",23.8,8,190,0,7,0,29,0,1
2025,"
Justice Hill",26.9,7,188,0,7,0,30,0,0
2025,"
Velus Jones Jr.",22.9,8,183,0,6,0,30,0,0
2025,"
Evan Hull",25.6,7,179,0,7,0,29,0,0
2025,"
Tai Felton",25.4,7,178,0,6,0,34,0,0
2025,"
Kimani Vidal",22.1,8,177,0,6,0,31,0,0
2025,Kalif Raymond,26.8,6,161,0,5,1,44,0,0
2025,"
Chris Moore",26.2,6,157,0,6,0,33,0,0
2025,"
Devin Neal",21.7,7,152,0,5,0,31,0,0
2025,"
Coleman Owen",28.2,5,141,0,5,0,33,0,0
2025,"
Avery Williams",26.6,5,133,0,5,0,29,0,0
2025,"
Tyrone Tracy Jr.",26.4,5,132,0,5,0,30,0,0
2025,"
Josh Williams",25.8,5,129,0,5,0,28,0,0
2025,"
D'Ernest Johnson",25.6,5,128,0,5,0,32,0,0
2025,"
Britain Covey",25,5,125,0,5,0,30,0,1
2025,"
Tylan Wallace",24.6,5,123,0,4,0,33,0,0
2025,"
John Metchie III",17.1,7,120,0,4,0,26,0,0
2025,"
Craig Reynolds",23.6,5,118,0,5,0,26,0,0
2025,"
Jalin Hyatt",27.8,4,111,0,4,0,33,0,0
2025,"
Dylan Drummond",27.5,4,110,0,4,0,32,0,0
2025,"
Dyami Brown",26.5,4,106,0,4,0,31,0,0
2025,"
Cody White",26.5,4,106,0,3,0,36,0,0
2025,"
Jalen Tolbert",21,5,105,0,4,0,30,0,0
2025,"
Braelon Allen",25,4,100,0,4,0,31,0,0
2025,"
Isaac Guerendo",20,5,100,0,2,0,25,0,0
2025,"
Dameon Pierce",23,4,92,0,4,0,26,0,0
2025,"
Ray-Ray McCloud",22.8,4,91,0,2,0,30,0,0
2025,"
Emari Demercado",28.7,3,86,0,3,0,36,0,0
2025,"
Ty Chandler",28,3,84,0,3,0,33,0,0
2025,"
Gary Brightwell",20.8,4,83,0,2,0,26,0,0
2025,"
Braxton Berrios",27,3,81,0,3,0,32,0,0
2025,Julius Chestnut,27,3,81,0,3,0,32,0,0
2025,"
Jaret Patterson",26.3,3,79,0,3,0,34,0,0
2025,"
Parker Washington",25,3,75,0,3,0,32,0,0
2025,"
Owen Wright",24.3,3,73,0,3,0,28,0,0
2025,"
Jaydon Blue",24,3,72,0,2,0,32,0,0
2025,"
Grant Stuard",24,3,72,0,3,0,28,0,0
2025,"
Miles Sanders",22.7,3,68,0,3,0,24,0,0
2025,"
Mecole Hardman",61,1,61,0,1,1,61,0,0
2025,"
Tyler Goodson",30,2,60,0,2,0,31,0,0
2025,"
Terrell Jennings",29.5,2,59,0,2,0,39,0,0
2025,"
Jaylin Lane",18.7,3,56,0,2,0,30,0,1
2025,"
Cam Akers",27,2,54,0,2,0,29,0,0
2025,"
Austin Trammell",54,1,54,0,1,1,54,0,0
2025,"
Trey Sermon",25.5,2,51,0,2,0,26,0,0
2025,"
Xavier Weaver",25.5,2,51,0,2,0,27,0,0
2025,"
Arian Smith",24.5,2,49,0,1,0,31,0,0
2025,Jakobie Keeney-James,23.5,2,47,0,2,0,26,0,0
2025,"
Nate Hobbs",22.5,2,45,0,2,0,23,0,0
2025,"
Eric Gray",20.5,2,41,0,1,0,26,0,0
2025,"
Wan'Dale Robinson",20.5,2,41,0,2,0,21,0,0
2025,"
Rhamondre Stevenson",20,2,40,0,1,0,23,0,0
2025,"
Sione Vaki",19.5,2,39,0,1,0,29,0,0
2025,"
Jalen Cropper",19,2,38,0,1,0,21,0,0
2025,"
Omarion Hampton",30,1,30,0,1,0,30,0,0
2025,"
Jalen Royals",30,1,30,0,1,0,30,0,0
2025,Jeremy McNichols,14.5,2,29,0,0,0,15,0,0
2025,"
Kaden Davis",28,1,28,0,1,0,28,0,0
2025,"
Jaleel McLaughlin",28,1,28,0,1,0,28,0,0
2025,"
Michael Carter",27,1,27,0,1,0,27,0,0
2025,"
AJ Dillon",12.5,2,25,0,1,0,25,0,0
2025,"
Ollie Gordon II",25,1,25,0,1,0,25,0,0
2025,"
Brittain Brown",23,1,23,0,1,0,23,0,0
2025,"
Tre Tucker",23,1,23,0,1,0,23,0,0
2025,"
Treylon Burks",22,1,22,0,1,0,22,0,0
2025,"
Khalil Herbert",22,1,22,0,1,0,22,0,0
2025,"
Roschon Johnson",22,1,22,0,1,0,22,0,0
2025,"
Corey Kiner",22,1,22,0,1,0,22,0,0
2025,"
Dominic Lovett",22,1,22,0,1,0,22,0,0
2025,"
Dee Alford",21,1,21,0,1,0,21,0,0
2025,"
D'Shawn Jamison",20,1,20,0,1,0,20,0,0
2025,"
George Pickens",0,0,0,0,0,0,0,1,0
2025,Nate Carter,-1,1,-1,0,0,0,-1,0,0
