Year,Player,Avg,Ret,Yds,KRet TD,20,40,Lng,FC,FUM
2020,Noah Igbinoghene,17,4,68,0,2,0,22,0,0
2020,JaMycal Hasty,19,3,57,0,2,0,21,0,0
2020,Ty Montgomery,28.5,2,57,0,2,0,33,0,0
2020,C.J. Board,27,2,54,0,2,0,34,0,0
2020,Chris Rowland,26.5,2,53,0,2,0,27,0,0
2020,D.J. Foster,24.5,2,49,0,2,0,28,0,0
2020,J.P. Holtz,9.8,5,49,0,0,0,17,0,0
2020,Kyle Dugger,23.5,2,47,0,1,0,30,0,0
2020,CeeDee Lamb,47,1,47,1,1,1,47,0,0
2020,David Moore,15.7,3,47,0,1,0,21,0,0
2020,Alvin Kamara,22,2,44,0,1,0,31,0,0
2020,Ashtyn Davis,21.5,2,43,0,1,0,27,0,0
2020,A.J. Brown,42,1,42,1,1,1,42,0,0
2020,KJ Hamler,21,2,42,0,1,0,24,0,0
2020,Steven Sims,14,3,42,0,1,0,20,0,0
2020,Joshua Kelley,19.5,2,39,0,1,0,21,0,0
2020,Giovani Bernard,19,2,38,0,1,0,24,0,0
2020,Jason Huntley,18,2,36,0,1,0,20,0,0
2020,Ryan Nall,11.7,3,35,0,0,0,17,0,0
2020,Isaiah McKenzie,16,2,32,0,1,0,27,0,0
2020,C.J. Ham,15.5,2,31,0,1,0,20,0,0
2020,JoJo Natson,31,1,31,0,1,0,31,0,0
2020,Dwayne Washington,15.5,2,31,0,0,0,17,0,0
2020,Marquise Brown,30,1,30,0,1,0,30,0,0
2020,Andy Isabella,15,2,30,0,0,0,15,0,1
2020,Isaiah Wright,15,2,30,0,1,0,20,0,0
2020,Armani Watts,28,1,28,0,1,0,28,0,0
2020,Jonathan Owens,26,1,26,0,1,0,26,0,0
2020,Jason Cabinda,12,2,24,0,0,0,13,0,0
2020,Diontae Johnson,24,1,24,0,1,0,24,0,0
2020,Demetrius Harris,11.5,2,23,0,0,0,16,0,0
2020,Zach Pascal,23,1,23,0,1,0,23,0,0
2020,Vyncint Smith,11.5,2,23,0,0,0,16,0,0
2020,Corey Clement,22,1,22,0,1,0,22,0,0
2020,La'Mical Perine,11,2,22,0,0,0,18,0,0
2020,Keisean Nixon,7,3,21,0,0,0,18,0,2
2020,Demarcus Robinson,10.5,2,21,0,1,0,21,0,0
2020,Ross Dwelley,20,1,20,0,1,0,20,0,0
2020,Terry Godwin,10,2,20,0,0,0,15,0,0
2020,Cyril Grayson,20,1,20,0,1,0,20,0,0
2020,Christian Kirk,20,1,20,0,1,0,20,0,0
2020,Kevin White,20,1,20,0,1,0,20,0,0
2020,Jamaal Williams,20,1,20,0,1,0,20,0,0
2020,Chad Beebe,19,1,19,0,0,0,19,0,0
2020,Justin Watson,9.5,2,19,0,0,0,13,0,0
2020,Dante Pettis,18,1,18,0,0,0,18,0,1
2020,Mike Boone,17,1,17,0,0,0,17,0,0
2020,Anthony Miller,16,1,16,0,0,0,16,0,0
2020,Mohamed Sanu,15,1,15,0,0,0,15,0,0
2020,Troymaine Pope,14,1,14,0,0,0,14,0,0
2020,Jaeden Graham,13,1,13,0,0,0,13,0,0
2020,Marvin Hall,6.5,2,13,0,0,0,11,0,0
2020,Andy Janovich,13,1,13,0,0,0,13,0,0
2020,Van Jefferson,13,1,13,0,0,0,13,0,0
2020,Khalid Kareem,13,1,13,0,0,0,13,0,0
2020,Samaje Perine,13,1,13,0,0,0,13,0,0
2020,Elandon Roberts,13,1,13,0,0,0,13,0,0
2020,Rico Gafford,12,1,12,0,0,0,12,0,0
2020,Khari Blasingame,11,1,11,0,0,0,11,0,0
2020,Michael Burton,10,1,10,0,0,0,10,0,0
2020,Jonathan Williams,10,1,10,0,0,0,10,0,0
2020,Darrell Daniels,9,1,9,0,0,0,9,0,0
2020,Tyler Lockett,9,1,9,0,0,0,9,0,0
2020,Jamison Crowder,8,1,8,0,0,0,8,0,0
2020,Will Dissly,8,1,8,0,0,0,8,0,0
2020,Jace Sternberger,8,1,8,0,0,0,8,0,0
2020,K.J. Hill,7,1,7,0,0,0,7,0,0
2020,Bruce Miller,7,1,7,0,0,0,7,0,0
2020,Dare Ogunbowale,0,0,6,0,0,0,6,0,0
2020,Brandon Zylstra,6,1,6,0,0,0,6,0,0
2020,John Lovett,5,1,5,0,0,0,5,0,0
2020,Darnell Mooney,5,1,5,0,0,0,5,0,0
2020,Kaden Smith,5,1,5,0,0,0,5,0,1
2020,Durham Smythe,5,1,5,0,0,0,5,0,0
2020,Willie Snead,5,1,5,0,0,0,5,0,0
2020,Devontae Booker,4,1,4,0,0,0,4,0,0
2020,Xavier Jones,4,1,4,0,0,0,4,0,0
2020,Micah Hyde,3,1,3,0,0,0,3,0,1
2020,Jordan Wilkins,3,1,3,0,0,0,3,0,0
2020,Joshua Kalu,2,1,2,0,0,0,2,0,0
2020,Daniel Brown,0,1,0,0,0,0,0,0,0
2020,Mike Edwards,0,1,0,0,0,0,0,0,1
2020,Jaquan Johnson,-1,1,-1,0,0,0,-1,0,0
2021,Andre Roberts,27.3,37,1010,1,23,4,101,0,0
2021,DeAndre Carter,25.1,36,904,1,25,1,101,0,1
2021,Braxton Berrios,30.4,28,852,1,24,3,102,0,0
2021,Ray-Ray McCloud,22.2,35,776,0,19,1,40,0,0
2021,DeeJay Dallas,23.2,33,764,0,25,1,40,0,0
2021,Godwin Igwebuike,24.9,28,697,0,21,2,47,0,0
2021,Deonte Harty,23.8,29,690,0,20,0,39,0,1
2021,Devin Duvernay,24.1,28,676,0,23,1,47,0,0
2021,Khalil Herbert,24.1,27,650,0,16,3,50,0,1
2021,Ameer Abdullah,22.3,29,646,0,20,1,45,0,0
2021,Byron Pringle,24.8,25,621,0,20,0,39,0,2
2021,Isaiah McKenzie,24.3,24,584,0,15,2,75,0,1
2021,Kene Nwangwu,32.2,18,579,2,14,3,99,0,0
2021,Jakeem Grant,23.4,23,539,0,15,0,34,0,1
2021,Tremon Smith,25.6,21,537,1,13,2,98,0,0
2021,Jamal Agnew,23.9,22,525,1,13,1,102,0,1
2021,Isaiah Rodgers,26.4,19,501,0,13,4,72,0,1
2021,Avery Williams,21.3,23,490,0,14,0,38,0,0
2021,Tony Pollard,28.8,17,489,1,13,2,100,0,0
2021,Cordarrelle Patterson,24.1,18,434,0,15,0,32,0,1
2021,Gunner Olszewski,23.1,18,416,0,14,0,37,0,1
2021,Jaelon Darden,19.9,18,359,0,7,0,34,0,0
2021,Trenton Cannon,20.5,16,328,0,9,1,68,0,1
2021,Anthony Schwartz,21.5,15,322,0,8,0,35,0,0
2021,Tevin Coleman,28.8,11,317,0,8,1,65,0,0
2021,Jaydon Mickens,23.2,13,302,0,9,1,41,0,0
2021,Rondale Moore,22.4,13,291,0,10,0,32,0,0
2021,Diontae Spencer,17.1,17,291,0,4,0,26,0,0
2021,Brandon Wilson,22.4,13,291,0,8,1,44,0,0
2021,Chester Rogers,20.1,14,282,0,5,0,37,0,1
2021,C.J. Board,24.8,11,273,0,9,0,38,0,0
2021,Jalen Reagor,21.2,12,255,0,7,1,44,0,1
2021,Jalen Richard,20.6,11,227,0,6,0,32,0,0
2021,Corey Clement,19.6,11,215,0,7,0,29,0,0
2021,Brandon Powell,26,8,208,0,4,1,65,0,0
2021,Pharoh Cooper,17.2,12,207,0,4,0,26,0,0
2021,Ashton Dulin,25.8,8,206,0,7,0,31,0,0
2021,Kylin Hill,19.9,10,199,0,4,1,41,0,0
2021,Amari Rodgers,18.1,11,199,0,5,0,27,0,0
2021,Kenyan Drake,19.2,10,192,0,4,0,31,0,1
2021,Marcus Johnson,19.9,9,179,0,6,0,31,0,0
2021,Dontrell Hilliard,22.1,8,177,0,7,0,26,0,0
2021,Demetric Felton,19.1,9,172,0,4,0,28,0,0
2021,Darius Phillips,21.1,8,169,0,4,0,32,0,0
2021,Marquez Stevenson,23.6,7,165,0,5,0,31,0,0
2021,Eno Benjamin,23.1,7,162,0,5,0,29,0,0
2021,Jaylen Waddle,17.6,9,158,0,3,0,25,0,0
2021,Tyron Johnson,19.5,8,156,0,4,0,34,0,0
2021,JaMycal Hasty,16.1,9,145,0,4,0,28,0,1
2021,D'Ernest Johnson,23.2,6,139,0,6,0,29,0,0
2021,Quez Watkins,17.2,8,138,0,4,0,24,0,0
2021,Keelan Cole,19.6,7,137,0,4,0,26,0,0
2021,Kenneth Gainwell,17.1,8,137,0,4,0,31,0,1
2021,Larry Rountree III,16.7,7,117,0,2,0,24,0,0
2021,JoJo Natson,21.4,5,107,0,3,0,28,0,0
2021,Darnay Holmes,19.4,5,97,0,3,0,23,0,0
2021,Malik Taylor,19.4,5,97,0,3,0,32,0,0
2021,Alex Bachman,23.5,4,94,0,4,0,27,0,0
2021,Corey Ballentine,23.5,4,94,0,4,0,26,0,0
2021,Sony Michel,22.5,4,90,0,3,0,28,0,0
2021,Tom Kennedy,22.2,4,89,0,3,0,28,0,0
2021,J.J. Koski,17.8,5,89,0,1,0,26,0,0
2021,Michael Bandy,22,4,88,0,3,0,27,0,0
2021,Chris Claybrooks,17.6,5,88,0,2,0,25,0,0
2021,Jake Funk,22,4,88,0,3,0,28,0,0
2021,Tutu Atwell,17.4,5,87,0,2,0,25,0,1
2021,Jason Huntley,28,3,84,0,3,0,35,0,0
2021,Ihmir Smith-Marsette,20.8,4,83,0,3,0,24,0,0
2021,Cameron Batson,16,5,80,0,1,0,20,0,0
2021,Greg Dortch,19.8,4,79,0,2,0,31,0,0
2021,Deebo Samuel,25,3,75,0,2,0,33,0,0
2021,Anthony McFarland,24.3,3,73,0,3,0,25,0,0
2021,Phillip Lindsay,18,4,72,0,1,0,20,0,0
2021,Nyheim Hines,17.5,4,70,0,1,0,20,0,0
2021,Henry Ruggs III,17.5,4,70,0,2,0,22,0,0
2021,Ben Skowronek,17.5,4,70,0,0,0,19,0,0
2021,Ambry Thomas,17.5,4,70,0,0,0,19,0,0
2021,Trent Taylor,17,4,68,0,3,0,25,0,0
2021,Brandon Bolden,20.7,3,62,0,2,0,25,0,0
2021,Ty Montgomery,29.5,2,59,0,2,0,33,0,0
2021,Chris Evans,29,2,58,0,2,0,29,0,0
2021,Alex Erickson,28.5,2,57,0,1,0,39,0,0
2021,Ty Johnson,19,3,57,0,1,0,26,0,1
2021,Dwayne Washington,18.7,3,56,0,1,0,21,0,0
2021,D'Wayne Eskridge,27,2,54,0,2,0,27,0,0
2021,Giovani Bernard,17.7,3,53,0,0,0,19,0,0
2021,Pooka Williams Jr.,17.3,3,52,0,1,0,25,0,0
2021,K.J. Hill,16.7,3,50,0,0,0,18,0,0
2021,Peyton Barber,24.5,2,49,0,2,0,25,0,0
2021,Ja'Marcus Bradley,24.5,2,49,0,2,0,25,0,0
2021,Nasir Adderley,16,3,48,0,0,0,19,0,0
2021,Travis Homer,44,1,44,1,1,1,44,0,0
2021,Olamide Zaccheaus,20.5,2,41,0,1,0,24,0,0
2021,Tylan Wallace,19.5,2,39,0,1,0,24,0,0
2021,Mecole Hardman,17.5,2,35,0,1,0,20,0,0
2021,Buddy Howell,17,2,34,0,0,0,19,0,0
2021,Jalen Guyton,16,2,32,0,1,0,22,0,0
2021,Andy Isabella,31,1,31,0,1,0,31,0,0
2021,Jeremy McNichols,15.5,2,31,0,0,0,16,0,0
2021,Tavierre Thomas,0,0,30,0,1,0,30,0,0
2021,Myles Gaskin,14.5,2,29,0,0,0,16,0,0
2021,Alex Armah,14,2,28,0,0,0,17,0,0
2021,Matt Breida,27,1,27,0,1,0,27,0,0
2021,Desmond King,27,1,27,0,1,0,27,0,0
2021,Devin McCourty,13.5,2,27,0,0,0,18,0,0
2021,Artavis Pierce,27,1,27,0,1,0,27,0,0
2021,Demetrius Harris,13,2,26,0,0,0,14,0,0
2021,Keith Smith,13,2,26,0,0,0,16,0,0
2021,Mike Hughes,25,1,25,0,1,0,25,0,0
2021,J.J. Taylor,25,1,25,0,1,0,25,0,0
2021,Travis Benjamin,12,2,24,0,0,0,12,0,1
2021,Shi Smith,24,1,24,0,1,0,24,0,0
2021,Tommylee Lewis,23,1,23,0,1,0,23,0,0
2021,Stanley Morgan,11,2,22,0,0,0,18,0,0
2021,James Proche,11,2,22,0,1,0,22,0,0
2021,Michael Burton,10.5,2,21,0,0,0,12,0,0
2021,Chuba Hubbard,21,1,21,0,1,0,21,0,0
2021,Tommy Tremble,21,1,21,0,1,0,21,0,0
2021,Cooper Kupp,10,2,20,0,0,0,12,0,0
2021,M.J. Stewart,20,1,20,0,1,0,20,0,0
2021,Andy Janovich,9.5,2,19,0,0,0,13,0,0
2021,Aaron Jones,9.5,2,19,0,0,0,10,0,0
2021,Scott Miller,19,1,19,0,0,0,19,0,0
2021,D.J. Reed,19,1,19,0,0,0,19,0,0
2021,Alexander Mattison,18,1,18,0,0,0,18,0,0
2021,Darrynton Evans,17,1,17,0,0,0,17,0,0
2021,Maurice Ffrench,17,1,17,0,0,0,17,0,0
2021,Equanimeous St. Brown,17,1,17,0,0,0,17,0,0
2021,Jordan Wilkins,17,1,17,0,0,0,17,0,0
2021,Jonathan Ward,16,1,16,0,0,0,16,0,0
2021,Danny Amendola,15,1,15,0,0,0,15,0,0
2021,JaQuan Hardy,15,1,15,0,0,0,15,0,0
2021,Ke'Shawn Vaughn,15,1,15,0,0,0,15,0,0
2021,Jakob Johnson,14,1,14,0,0,0,14,0,0
2021,Taiwan Jones,14,1,14,0,0,0,14,0,0
2021,Zach Pascal,14,1,14,0,0,0,14,0,0
2021,Dan Arnold,13,1,13,0,0,0,13,0,0
2021,DJ Moore,13,1,13,0,0,0,13,0,0
2021,Colby Parkinson,13,1,13,0,0,0,13,0,0
2021,Boston Scott,13,1,13,0,0,0,13,0,0
2021,Khari Blasingame,12,1,12,0,0,0,12,0,0
2021,John Ross,12,1,12,0,0,0,12,0,0
2021,Antony Auclair,11,1,11,0,0,0,11,0,0
2021,Tyler Johnson,10,1,10,0,0,0,10,0,0
2021,Darnell Mooney,10,1,10,0,0,0,10,0,0
2021,Daren Bates,8,1,8,0,0,0,8,0,0
2021,Ryan Griffin,8,1,8,0,0,0,8,0,0
2021,Wayne Gallman,7,1,7,0,0,0,7,0,0
2021,Cyril Grayson,7,1,7,0,0,0,7,0,0
2021,Darrell Daniels,6,1,6,0,0,0,6,0,0
2021,Tony Jones,5,1,5,0,0,0,5,0,0
2021,Greg Ward,3,1,3,0,0,0,3,0,0
2021,Germaine Pratt,2,1,2,0,0,0,2,0,0
2021,Albert Wilson,2,1,2,0,0,0,2,0,0
2021,Jonathan Garvin,0,1,0,0,0,0,0,0,0
2021,Dallas Goedert,0,1,0,0,0,0,0,0,0
2021,John Hightower,0,1,0,0,0,0,17,0,1
2021,Cole Kmet,0,1,0,0,0,0,0,0,0
2021,Josh Metellus,0,1,0,0,0,0,0,0,0
2021,Aaron Patrick,0,1,0,0,0,0,0,0,0
2021,Jaylen Samuels,0,1,0,0,0,0,0,0,0
2021,Trey Sermon,0,0,0,0,0,0,0,1,0
2022,Keisean Nixon,28.8,35,1009,1,21,5,105,0,0
2022,Kene Nwangwu,26.3,35,920,1,28,1,97,0,0
2022,Jerome Ford,24.1,30,723,0,18,3,48,0,0
2022,Dallis Flowers,31.1,23,715,0,22,3,89,0,1
2022,Marcus Jones,23.9,27,645,0,18,1,46,0,0
2022,Justin Jackson,26.6,23,613,0,22,1,42,0,0
2022,Velus Jones Jr.,27.6,22,607,0,20,4,63,0,0
2022,Brandon Powell,20.2,30,605,0,15,0,34,0,0
2022,Braxton Berrios,23.1,26,600,0,21,1,42,0,0
2022,Ray-Ray McCloud,23,26,599,0,18,0,39,0,1
2022,Isiah Pacheco,20.6,29,597,0,12,3,48,0,1
2022,Gary Brightwell,21.4,26,555,0,14,2,47,0,0
2022,Nyheim Hines,29.2,19,554,2,14,2,101,0,0
2022,Jamal Agnew,26,21,547,0,17,2,54,0,0
2022,Ameer Abdullah,20.9,26,543,0,15,0,33,0,0
2022,Raheem Blackshear,27,19,513,0,13,3,66,0,0
2022,KaVontae Turpin,24.2,21,508,0,13,1,63,0,0
2022,Raheem Mostert,20.1,25,502,0,14,0,31,0,0
2022,DeAndre Carter,19.1,26,497,0,10,0,33,0,1
2022,Antonio Gibson,23.1,21,486,0,15,2,45,0,0
2022,Isaiah Rodgers,25.1,18,452,0,13,1,45,0,0
2022,Steven Sims,25.5,17,434,0,10,1,89,0,0
2022,Tremon Smith,22,19,417,0,13,0,32,0,0
2022,Hassan Haskins,21.8,19,414,0,10,0,37,0,0
2022,Boston Scott,27.1,15,406,0,9,2,66,0,0
2022,Devin Duvernay,25.5,15,383,1,9,1,103,0,0
2022,Trayveon Williams,22.2,16,356,0,10,1,42,0,0
2022,Montrell Washington,18.9,18,340,0,8,0,29,0,1
2022,Rashid Shaheed,22.9,14,320,0,11,0,31,0,0
2022,Avery Williams,19.6,16,313,0,8,0,30,0,0
2022,Godwin Igwebuike,28,11,308,0,9,2,50,0,0
2022,Dax Milne,20,15,300,0,6,0,33,0,0
2022,Pharoh Cooper,24,12,288,0,8,0,33,0,0
2022,Cordarrelle Patterson,31.6,9,284,1,7,1,103,0,0
2022,DeeJay Dallas,22.5,12,270,0,8,0,30,0,0
2022,Deven Thompkins,21.9,12,263,0,6,1,54,0,0
2022,Justice Hill,24.7,10,247,0,8,1,56,0,0
2022,Rachaad White,22.2,11,244,0,8,0,30,0,1
2022,Trestan Ebner,22.6,10,226,0,7,0,30,0,0
2022,Greg Dortch,19.8,11,218,0,5,0,31,0,0
2022,Julius Chestnut,21.5,10,215,0,7,0,33,0,0
2022,Chris Evans,21.1,10,211,0,7,0,29,0,0
2022,Britain Covey,20.6,10,206,0,8,0,26,0,0
2022,Eno Benjamin,22.5,8,180,0,5,1,44,0,0
2022,Chester Rogers,21.2,8,170,0,4,0,28,0,0
2022,Duke Johnson,22.4,7,157,0,5,1,43,0,0
2022,D'Wayne Eskridge,21.4,7,150,0,5,0,29,0,0
2022,Maurice Alexander,24.3,6,146,0,4,1,47,0,0
2022,Khalil Herbert,29.2,5,146,0,4,1,50,0,0
2022,Isaiah McKenzie,24,6,144,0,4,1,42,0,0
2022,Deonte Harty,22.8,6,137,0,5,0,33,0,0
2022,Amari Rodgers,20.3,6,122,0,2,0,34,0,0
2022,Pierre Strong,23,5,115,0,5,0,26,0,0
2022,Chuba Hubbard,20.8,5,104,0,2,0,36,0,1
2022,JaMycal Hasty,24.2,4,97,0,3,0,29,0,0
2022,Jaret Patterson,24.2,4,97,0,4,0,27,0,0
2022,C.J. Board,20.5,4,82,0,3,0,22,0,0
2022,Laviska Shenault Jr.,27.3,3,82,0,2,0,36,0,0
2022,DJ Turner,19.5,4,78,0,2,0,22,0,0
2022,Chris Claybrooks,19.2,4,77,0,2,0,22,0,0
2022,Taysom Hill,23,3,69,0,2,0,26,0,1
2022,Dwayne Washington,17.2,4,69,0,1,0,24,0,0
2022,Jaelon Darden,22.3,3,67,0,2,0,25,0,0
2022,Kalif Raymond,32.5,2,65,0,1,1,52,0,1
2022,Quez Watkins,10.2,5,51,0,0,0,17,0,0
2022,Desmond King,50,1,50,0,1,1,50,0,0
2022,Skyy Moore,16.7,3,50,0,1,0,23,0,0
2022,Dare Ogunbowale,23,2,46,0,2,0,25,0,0
2022,Gunner Olszewski,15.3,3,46,0,1,0,27,0,0
2022,Shane Zylstra,23,2,46,0,2,0,26,0,0
2022,Romeo Doubs,19.5,2,39,0,1,0,21,0,0
2022,Ty Johnson,13,3,39,0,0,0,19,0,0
2022,Kyle Dugger,37,1,37,0,1,0,37,0,0
2022,Keith Smith,12.3,3,37,0,0,0,16,0,0
2022,Andre Roberts,17.5,2,35,0,0,0,18,0,0
2022,Christian Watson,17.5,2,35,0,0,0,18,0,0
2022,Khalil Shakir,34,1,34,0,1,0,34,0,0
2022,Trenton Cannon,16.5,2,33,0,0,0,19,0,0
2022,Brandon Bolden,32,1,32,0,1,0,32,0,0
2022,Jonnu Smith,15.5,2,31,0,0,0,16,0,0
2022,Benny Snell,10,3,30,0,0,0,15,0,0
2022,Michael Burton,14.5,2,29,0,1,0,20,0,0
2022,Russ Yeast,29,1,29,0,1,0,29,0,0
2022,Ty Montgomery,28,1,28,0,1,0,28,0,0
2022,D'Ernest Johnson,27,1,27,0,1,0,27,0,0
2022,Durham Smythe,13.5,2,27,0,0,0,18,0,0
2022,Jonathan Ward,25,1,25,0,1,0,25,0,0
2022,Dontrell Hilliard,23,1,23,0,1,0,23,0,0
2022,Michael Hoecht,22,1,22,0,1,0,22,0,0
2022,Eric Saubert,10.5,2,21,0,0,0,15,0,0
2022,Jalen Virgil,21,1,21,0,1,0,21,0,1
2022,Alec Ingold,10,2,20,0,0,0,12,0,0
2022,Marlon Mack,20,1,20,0,1,0,20,0,0
2022,Jonathan Williams,19,1,19,0,0,0,19,0,0
2022,Brandon Zylstra,19,1,19,0,0,0,19,0,0
2022,Tyrie Cleveland,9,2,18,0,0,0,10,0,0
2022,Peyton Hendershot,18,1,18,0,0,0,18,0,1
2022,Bam Knight,18,1,18,0,0,0,18,0,0
2022,Jamison Crowder,17,1,17,0,0,0,17,0,0
2022,Ihmir Smith-Marsette,17,1,17,0,0,0,17,0,0
2022,Kylen Granson,15,1,15,0,0,0,15,0,0
2022,Jakob Johnson,15,1,15,0,0,0,15,0,0
2022,Nikola Kalinic,15,1,15,0,0,0,15,0,0
2022,Joshua Kelley,15,1,15,0,0,0,15,0,0
2022,Patrick Ricard,15,1,15,0,0,0,15,0,0
2022,Trent Taylor,7.5,2,15,0,0,0,9,0,0
2022,Devin Asiasi,14,1,14,0,0,0,14,0,0
2022,Giovani Bernard,14,1,14,0,0,0,14,0,0
2022,Nick Boyle,14,1,14,0,0,0,14,0,0
2022,David Bell,12,1,12,0,0,0,12,0,0
2022,Jody Fortson,12,1,12,0,0,0,12,0,1
2022,Demetric Felton,11,1,11,0,0,0,11,0,0
2022,Elijah Moore,9,1,9,0,0,0,9,0,0
2022,Tommy Tremble,8,1,8,0,0,0,8,0,1
2022,Tyler Higbee,7,1,7,0,0,0,7,0,0
2022,Ko Kieft,7,1,7,0,0,0,7,0,0
2022,Stephen Sullivan,5,1,5,0,0,0,5,0,0
2022,Mecole Hardman,4,1,4,0,0,0,4,0,0
2022,Taiwan Jones,2,1,2,0,0,0,2,0,0
2022,Corey Ballentine,0,1,0,0,0,0,0,0,0
2022,Josiah Deguara,0,1,0,0,0,0,0,0,0
2022,Cam Lewis,0,1,0,0,0,0,0,0,0
2022,C.J. Moore,0,0,0,0,0,0,0,0,1
2022,Johnny Mundt,0,1,0,0,0,0,0,0,0
2022,James Pierre,0,1,0,0,0,0,0,0,1
2022,Kevin Rader,0,0,0,0,0,0,0,0,0
2023,Keisean Nixon,26.1,30,782,0,26,2,51,0,0
2023,Xavier Gipson,23.2,22,511,0,16,0,34,1,1
2023,Braxton Berrios,24.5,18,441,0,16,0,33,1,0
2023,DeeJay Dallas,25.9,17,440,0,17,0,34,0,0
2023,Velus Jones Jr.,27.2,16,435,0,15,0,37,0,0
2023,Raheem Blackshear,26.9,16,430,0,12,2,52,0,0
2023,Marvin Mims Jr.,26.5,15,397,1,11,1,99,2,1
2023,Jamal Agnew,26.1,15,391,0,12,1,53,0,0
2023,Rashid Shaheed,21.3,18,384,0,10,0,28,1,1
2023,Kene Nwangwu,25.3,15,380,0,11,1,47,1,0
2023,Derius Davis,22,17,374,0,13,1,46,1,0
2023,Greg Dortch,21.2,17,360,0,9,1,40,0,0
2023,Antonio Gibson,24.3,14,340,0,10,0,37,0,0
2023,Deven Thompkins,20.4,16,327,0,7,0,32,5,0
2023,KaVontae Turpin,29.2,10,292,0,8,2,63,0,0
2023,Trayveon Williams,24.2,12,290,0,9,2,46,0,0
2023,Godwin Igwebuike,25.6,11,282,0,8,0,36,1,0
2023,Tyjae Spears,20.8,13,270,0,8,0,33,6,0
2023,DeAndre Carter,23.8,11,262,0,9,1,40,0,0
2023,Byron Pringle,27.9,9,251,0,8,1,40,0,1
2023,Khalil Dorsey,20.3,12,244,0,4,0,30,0,0
2023,Ray-Ray McCloud,22.5,10,225,0,6,0,34,0,0
2023,Dameon Pierce,32.1,7,225,1,5,1,98,0,0
2023,D'Wayne Eskridge,28,8,224,0,7,1,66,0,0
2023,Jalen Reagor,31.6,7,221,1,5,2,98,0,0
2023,Ty Montgomery,24.3,9,219,0,7,1,43,0,0
2023,Pierre Strong,25,8,200,0,6,0,36,1,0
2023,Parris Campbell,23.9,8,191,0,6,0,36,0,0
2023,Richie James,20.8,9,187,0,6,0,31,6,0
2023,Devin Duvernay,19.3,9,174,0,5,0,28,4,0
2023,Boston Scott,21.2,8,170,0,4,0,38,5,1
2023,Laviska Shenault Jr.,27.8,6,167,0,6,0,37,0,1
2023,Anthony McFarland,27.3,6,164,0,5,0,37,1,0
2023,Ty Johnson,20.1,8,161,0,6,0,24,0,0
2023,Deebo Samuel,25.7,6,154,0,4,0,34,0,0
2023,Cordarrelle Patterson,21.9,7,153,0,5,0,29,0,0
2023,Isaiah McKenzie,25.3,6,152,0,3,1,42,5,0
2023,Craig Reynolds,26.6,5,133,0,5,0,31,0,1
2023,D'Ernest Johnson,18,7,126,0,4,0,22,0,0
2023,Justice Hill,39.7,3,119,0,2,1,78,0,0
2023,Desmond King,22.2,5,111,0,4,0,27,0,0
2023,Tyler Scott,21.6,5,108,0,3,0,33,1,0
2023,Austin Trammell,16.8,6,101,0,3,0,36,15,0
2023,Tank Bigsby,24.8,4,99,0,3,0,31,0,0
2023,Khalil Shakir,19.6,5,98,0,2,0,27,4,0
2023,Ty Chandler,24.2,4,97,0,3,0,33,0,0
2023,Andrew Beck,47,2,94,1,1,1,85,0,0
2023,Devin Singletary,22.5,4,90,0,2,0,35,0,0
2023,Chris Moore,22.2,4,89,0,3,0,26,7,0
2023,Rico Dowdle,14.3,6,86,0,2,0,31,0,0
2023,Steven Sims,23.7,3,71,0,3,0,29,0,0
2023,Mike Boone,16.5,4,66,0,1,0,25,0,0
2023,Lynn Bowden,21.3,3,64,0,1,0,28,0,0
2023,Eric Gray,14.5,4,58,0,1,0,20,1,0
2023,Parker Washington,25.5,2,51,0,1,0,33,0,0
2023,Mike Hughes,15.3,3,46,0,0,0,19,0,0
2023,Chris Evans,22.5,2,45,0,1,0,27,0,0
2023,Chase Brown,22,2,44,0,1,0,27,0,0
2023,Tank Dell,22,2,44,0,2,0,23,1,0
2023,Jaelon Darden,21,2,42,0,1,0,23,0,0
2023,Damien Harris,41,1,41,0,1,1,41,0,0
2023,D'Shawn Jamison,20,2,40,0,1,0,22,0,0
2023,Jordan Mason,20,2,40,0,1,0,28,0,0
2023,Israel Abanikanda,15.5,2,31,0,0,0,19,0,1
2023,Britain Covey,30,1,30,0,1,0,30,0,0
2023,Tylan Wallace,26,1,26,0,1,0,26,0,0
2023,Andy Isabella,25,1,25,0,1,0,25,0,0
2023,Josh Downs,12,2,24,0,0,0,17,1,0
2023,Gunner Olszewski,12,2,24,0,1,0,24,2,0
2023,Andre Baccellia,22,1,22,0,1,0,22,0,0
2023,Mohamed Ibrahim,22,1,22,0,1,0,22,0,0
2023,Bam Knight,22,1,22,0,1,0,22,0,0
2023,Daniel Thomas,21,1,21,0,1,0,21,0,0
2023,Kevin Harris,20,1,20,0,1,0,20,0,0
2023,Jerick McKinnon,20,1,20,0,1,0,20,0,0
2023,Demarcus Robinson,20,1,20,0,1,0,20,0,0
2023,Montrell Washington,20,1,20,0,1,0,20,0,0
2023,Dallis Flowers,19,1,19,0,0,0,19,2,0
2023,Kenneth Gainwell,19,1,19,0,0,0,19,2,0
2023,James Proche,19,1,19,0,0,0,19,1,0
2023,Taysom Hill,18,1,18,0,0,0,18,0,0
2023,Kyle Juszczyk,18,1,18,0,0,0,18,0,0
